Program,Program Desc,College,College Desc,Level,Level Desc,Department,Department Desc,Degree,Degree Desc,Major,Major Desc,Campus,Campus Desc,Major CIP,Major CIP Desc,Combined Ind,Concentration,Concentration Desc,Eff Term,Eff Term Desc,Admission Ind,Student Ind,Outcome Ind,Eff Status,Program Status
BS-CGDV,BS Computer Sci/Game Develop,AM,"Coll of Arts, Media & Design",UG,Undergraduate,ARTD,Art and Design,BS,Bachelor of Science,CGDV,Computer Sci/Game Development,BOS,Boston,110101,Comp & Information Sces,Y,,,201610,Fall 2015 Semester,Y,Y,Y,Current,Active
BS-CSDE,BS Computer Science/Design,AM,"Coll of Arts, Media & Design",UG,Undergraduate,ARTD,Art and Design,BS,Bachelor of Science,CSDE,Computer Science/Design,BOS,Boston,110101,Comp & Information Sces,Y,,,201510,Fall 2014 Semester,Y,Y,Y,Current,Active
BS-CSME,BS Computer Science/Media Arts,AM,"Coll of Arts, Media & Design",UG,Undergraduate,ARTD,Art and Design,BS,Bachelor of Science,CSME,Computer Science/Media Arts,BOS,Boston,110101,Comp & Information Sces,Y,,,201810,Fall 2017 Semester,Y,Y,Y,Current,Active
BS-GDMT,BS Game Design/Music,AM,"Coll of Arts, Media & Design",UG,Undergraduate,ARTD,Art and Design,BS,Bachelor of Science,GDMT,Game Design/Music,BOS,Boston,100304,Animation,Y,MUTE,Music Technology,201910,Fall 2018 Semester,Y,Y,Y,Current,Active
BS-GIDM,BS Graphic & Info Design/Math,AM,"Coll of Arts, Media & Design",UG,Undergraduate,ARTD,Art and Design,BS,Bachelor of Science,GIDM,Graphic and Info. Design/Math,BOS,Boston,500499,Design & Applied Arts,Y,,,201710,Fall 2016 Semester,Y,Y,Y,Current,Active
BS-PRAM-U,"Transitional Art, Med, Des UG",AM,"Coll of Arts, Media & Design",UG,Undergraduate,ARTD,Art and Design,BS,Bachelor of Science,ARDS,Art and Design,BOS,Boston,500702,Fine/Studio Arts,,,,200410,Fall 2003 Semester,N,Y,N,Current,Active
BS-PRAM-U,"Transitional Art, Med, Des UG",AM,"Coll of Arts, Media & Design",UG,Undergraduate,ARTD,Art and Design,BS,Bachelor of Science,GMDS,Game Design,BOS,Boston,100304,Animation,,,,200410,Fall 2003 Semester,N,Y,N,Current,Active
ND-EXCH-AM-U,ND Exchange Students AM UG,AM,"Coll of Arts, Media & Design",UG,Undergraduate,ARTD,Art and Design,ND,Non-Degree,ARDS,Art and Design,BOS,Boston,500702,Fine/Studio Arts,,,,201130,Spring 2011 Semester,Y,Y,N,Current,Active
ND-EXCH-AM-U,ND Exchange Students AM UG,AM,"Coll of Arts, Media & Design",UG,Undergraduate,ARTD,Art and Design,ND,Non-Degree,ARTS,Art,BOS,Boston,500702,Fine/Studio Arts,,,,201130,Spring 2011 Semester,Y,Y,N,Current,Active
ND-EXCH-AM-U,ND Exchange Students AM UG,AM,"Coll of Arts, Media & Design",UG,Undergraduate,ARTD,Art and Design,ND,Non-Degree,GDSN,Graphic Design,BOS,Boston,500409,Graphic Design,,,,201130,Spring 2011 Semester,Y,Y,N,Current,Active
BA-AFMS,BA Africana St/Media & Scrn St,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,AFMS,Africana St/Media & Screen St,BOS,Boston,050201,African-American/Black Stu,Y,,,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BA-CMGR,BA Com Stud/ Graph & Info Des,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,CMGR,Comm Stud/ Graph & Info Design,BOS,Boston,090101,Speech Communic & Rhetoric,Y,,,201710,Fall 2016 Semester,Y,Y,Y,Current,Active
BA-CMME,BA Communication & Media Studs,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,CMME,Communication & Media Studies,BOS,Boston,090199,"Comm and Media Studies, Others",,,,202030,Spring 2020 Semester,Y,Y,Y,Current,Active
BA-CMSO,BA Communication St./Sociology,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,CMSO,Communication Stud./Sociology,BOS,Boston,090199,"Comm and Media Studies, Others",Y,,,201530,Spring 2015 Semester,Y,Y,Y,Current,Active
BA-CMST,BA Communication Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,CMST,Communication Studies,BOS,Boston,090101,Speech Communic & Rhetoric,,,,201310,Fall 2012 Semester,Y,Y,Y,Current,Active
BA-CMST,BA Communication Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,CMST,Communication Studies,OAK,"Oakland, CA",090101,Speech Communic & Rhetoric,,,,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BA-CMTH,BA Comm Studies/Theatre,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,CMTH,Comm Studies/Theatre,BOS,Boston,090199,"Comm and Media Studies, Others",Y,,,201610,Fall 2015 Semester,Y,Y,Y,Current,Active
BA-ENCO,BA English/Communication St.,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,ENCO,English/Communication Studies,BOS,Boston,230101,English Lang. & Lit.,Y,,,201510,Fall 2014 Semester,Y,Y,Y,Current,Active
BA-HSCM,BA Human Services/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,HSCM,Human Services/Comm. Studies,BOS,Boston,440000,"Human Svcs, Gen",Y,,,201630,Spring 2016 Semester,Y,Y,Y,Current,Active
BA-LICS,BA Linguistics/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,LICS,Linguistics/Comm Studies,BOS,Boston,160102,Ling.,Y,,,201910,Fall 2018 Semester,Y,Y,Y,Current,Active
BA-MSEN,BA Media & Screen Stu/English,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,MSEN,Media Screen Studies/English,BOS,Boston,090199,"Comm and Media Studies, Others",Y,,,201410,Fall 2013 Semester,Y,Y,Y,Current,Active
BA-MSHI,BA Media & Screen Stud/History,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,MSHI,Media & Screen Studies/History,BOS,Boston,090199,"Comm and Media Studies, Others",Y,,,201710,Fall 2016 Semester,Y,Y,Y,Current,Active
BA-MSJO,BA Media & Screen Stu/Journal,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,MSJO,Media Screen Stu/Journalism,BOS,Boston,090199,"Comm and Media Studies, Others",Y,,,201330,Spring 2013 Semester,Y,Y,Y,Current,Active
BA-MSMA,BA Media Screen St./Media Arts,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,MSMA,Media Screen Stud./Media Arts,BOS,Boston,090199,"Comm and Media Studies, Others",Y,,,201610,Fall 2015 Semester,Y,Y,Y,Current,Active
BA-MSPH,BA Media Screen Stu/Philosophy,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,MSPH,Media & Screen Stud/Philosophy,BOS,Boston,090199,"Comm and Media Studies, Others",Y,,,201710,Fall 2016 Semester,Y,Y,Y,Current,Active
BA-MSPO,BA Media Screen St/Poli Sci,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,MSPO,Media Screen Stu/Political Sci,BOS,Boston,090199,"Comm and Media Studies, Others",Y,AMPI,American Political Institution,202110,Fall 2020 Semester,N,Y,Y,Current,Active
BA-MSPO,BA Media Screen St/Poli Sci,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,MSPO,Media Screen Stu/Political Sci,BOS,Boston,090199,"Comm and Media Studies, Others",Y,CAMP,Campaigns and Elections,202110,Fall 2020 Semester,N,Y,Y,Current,Active
BA-MSPO,BA Media Screen St/Poli Sci,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,MSPO,Media Screen Stu/Political Sci,BOS,Boston,090199,"Comm and Media Studies, Others",Y,COPO,Comparative Politics,202110,Fall 2020 Semester,N,Y,Y,Current,Active
BA-MSPO,BA Media Screen St/Poli Sci,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,MSPO,Media Screen Stu/Political Sci,BOS,Boston,090199,"Comm and Media Studies, Others",Y,ICPO,"Identity, Culture, & Politics",202110,Fall 2020 Semester,N,Y,Y,Current,Active
BA-MSPO,BA Media Screen St/Poli Sci,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,MSPO,Media Screen Stu/Political Sci,BOS,Boston,090199,"Comm and Media Studies, Others",Y,INRD,Int'l Relations and Diplomacy,202110,Fall 2020 Semester,N,Y,Y,Current,Active
BA-MSPO,BA Media Screen St/Poli Sci,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,MSPO,Media Screen Stu/Political Sci,BOS,Boston,090199,"Comm and Media Studies, Others",Y,LLST,Law and Legal Studies,202110,Fall 2020 Semester,N,Y,Y,Current,Active
BA-MSPO,BA Media Screen St/Poli Sci,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,MSPO,Media Screen Stu/Political Sci,BOS,Boston,090199,"Comm and Media Studies, Others",Y,NOCC,No Concentration,202110,Fall 2020 Semester,Y,Y,Y,Current,Active
BA-MSPO,BA Media Screen St/Poli Sci,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,MSPO,Media Screen Stu/Political Sci,BOS,Boston,090199,"Comm and Media Studies, Others",Y,PUPL,Public Policy,202110,Fall 2020 Semester,N,Y,Y,Current,Active
BA-MSPO,BA Media Screen St/Poli Sci,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,MSPO,Media Screen Stu/Political Sci,BOS,Boston,090199,"Comm and Media Studies, Others",Y,SEST,Security Studies,202110,Fall 2020 Semester,N,Y,Y,Current,Active
BA-MSSO,BA Media & Screen St/Sociology,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,MSSO,Media Screen Stu/Sociology,BOS,Boston,090199,"Comm and Media Studies, Others",Y,,,201410,Fall 2013 Semester,Y,Y,Y,Current,Active
BA-MSST,BA Media & Screen Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,MSST,Media and Screen Studies,BOS,Boston,090199,"Comm and Media Studies, Others",,,,201510,Fall 2014 Semester,Y,Y,Y,Current,Active
BA-MSTH,BA Media & Screen Stu/Theatre,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,MSTH,Media Screen Stu/Theatre,BOS,Boston,090199,"Comm and Media Studies, Others",Y,,,201330,Spring 2013 Semester,Y,Y,Y,Current,Active
BA-POCM,BA Political Sci/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,POCM,Political Science/Comm Studies,BOS,Boston,451001,Political Sce & Government,Y,AMPI,American Political Institution,201310,Fall 2012 Semester,N,Y,Y,Current,Active
BA-POCM,BA Political Sci/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,POCM,Political Science/Comm Studies,BOS,Boston,451001,Political Sce & Government,Y,CAMP,Campaigns and Elections,201310,Fall 2012 Semester,N,Y,Y,Current,Active
BA-POCM,BA Political Sci/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,POCM,Political Science/Comm Studies,BOS,Boston,451001,Political Sce & Government,Y,COPO,Comparative Politics,201310,Fall 2012 Semester,N,Y,Y,Current,Active
BA-POCM,BA Political Sci/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,POCM,Political Science/Comm Studies,BOS,Boston,451001,Political Sce & Government,Y,ICPO,"Identity, Culture, & Politics",201310,Fall 2012 Semester,N,Y,Y,Current,Active
BA-POCM,BA Political Sci/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,POCM,Political Science/Comm Studies,BOS,Boston,451001,Political Sce & Government,Y,INRD,Int'l Relations and Diplomacy,201310,Fall 2012 Semester,N,Y,Y,Current,Active
BA-POCM,BA Political Sci/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,POCM,Political Science/Comm Studies,BOS,Boston,451001,Political Sce & Government,Y,LLST,Law and Legal Studies,201310,Fall 2012 Semester,N,Y,Y,Current,Active
BA-POCM,BA Political Sci/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,POCM,Political Science/Comm Studies,BOS,Boston,451001,Political Sce & Government,Y,NOCC,No Concentration,201310,Fall 2012 Semester,Y,Y,Y,Current,Active
BA-POCM,BA Political Sci/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,POCM,Political Science/Comm Studies,BOS,Boston,451001,Political Sce & Government,Y,PUPL,Public Policy,201310,Fall 2012 Semester,N,Y,Y,Current,Active
BA-POCM,BA Political Sci/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BA,Bachelor of Arts,POCM,Political Science/Comm Studies,BOS,Boston,451001,Political Sce & Government,Y,SEST,Security Studies,201310,Fall 2012 Semester,N,Y,Y,Current,Active
BS-BACS,BS Business Admin/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,BACS,Business Admin/Comm Studies,BOS,Boston,520101,Bus./Commerce,Y,ACAS,Accounting & Advisory Services,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BACS,BS Business Admin/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,BACS,Business Admin/Comm Studies,BOS,Boston,520101,Bus./Commerce,Y,ACCT,Accounting,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BACS,BS Business Admin/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,BACS,Business Admin/Comm Studies,BOS,Boston,520101,Bus./Commerce,Y,BMGT,Brand Management,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BACS,BS Business Admin/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,BACS,Business Admin/Comm Studies,BOS,Boston,520101,Bus./Commerce,Y,BUSA,Business Analytics,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BACS,BS Business Admin/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,BACS,Business Admin/Comm Studies,BOS,Boston,520101,Bus./Commerce,Y,COIN,Corporate Innovation,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BACS,BS Business Admin/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,BACS,Business Admin/Comm Studies,BOS,Boston,520101,Bus./Commerce,Y,COIV,Corporate Innovation & Venture,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BACS,BS Business Admin/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,BACS,Business Admin/Comm Studies,BOS,Boston,520101,Bus./Commerce,Y,ENTS,Entrepreneurial Startups,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BACS,BS Business Admin/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,BACS,Business Admin/Comm Studies,BOS,Boston,520101,Bus./Commerce,Y,FBUS,Family Business,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BACS,BS Business Admin/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,BACS,Business Admin/Comm Studies,BOS,Boston,520101,Bus./Commerce,Y,FINA,Finance,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BACS,BS Business Admin/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,BACS,Business Admin/Comm Studies,BOS,Boston,520101,Bus./Commerce,Y,FINT,Fintech,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BACS,BS Business Admin/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,BACS,Business Admin/Comm Studies,BOS,Boston,520101,Bus./Commerce,Y,HCMC,Healthcare Mgmt & Consulting,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BACS,BS Business Admin/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,BACS,Business Admin/Comm Studies,BOS,Boston,520101,Bus./Commerce,Y,INBU,International Business,202310,Fall 2022 Semester,N,Y,Y,Current,Active
BS-BACS,BS Business Admin/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,BACS,Business Admin/Comm Studies,BOS,Boston,520101,Bus./Commerce,Y,MGMT,Management,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BACS,BS Business Admin/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,BACS,Business Admin/Comm Studies,BOS,Boston,520101,Bus./Commerce,Y,MKAN,Marketing Analytics,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BACS,BS Business Admin/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,BACS,Business Admin/Comm Studies,BOS,Boston,520101,Bus./Commerce,Y,MKTG,Marketing,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BACS,BS Business Admin/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,BACS,Business Admin/Comm Studies,BOS,Boston,520101,Bus./Commerce,Y,MMIS,Management Information Systems,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BACS,BS Business Admin/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,BACS,Business Admin/Comm Studies,BOS,Boston,520101,Bus./Commerce,Y,NOCC,No Concentration,202310,Fall 2022 Semester,Y,Y,N,Current,Active
BS-BACS,BS Business Admin/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,BACS,Business Admin/Comm Studies,BOS,Boston,520101,Bus./Commerce,Y,SIEN,Social Innov & Entrepreneurshp,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-BACS,BS Business Admin/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,BACS,Business Admin/Comm Studies,BOS,Boston,520101,Bus./Commerce,Y,SUPC,Supply Chain Management,202310,Fall 2022 Semester,Y,Y,Y,Current,Active
BS-CMSL,BS Comm Stud/Spch-Lng Pth Aud,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,CMSL,Comm Stud/Speech-Lang Path Aud,BOS,Boston,090101,Speech Communic & Rhetoric,Y,,,202110,Fall 2020 Semester,Y,Y,Y,Current,Active
BS-CSCS,BS Computer Sci./Comm. Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,CSCS,Computer Sci/Communication Stu,BOS,Boston,110101,Comp & Information Sces,Y,,,201510,Fall 2014 Semester,Y,Y,Y,Current,Active
BS-HLCM,BS Health Science/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,HLCM,Health Science/Comm Studies,BOS,Boston,510799,Health & Medical Administrativ,Y,,,202110,Fall 2020 Semester,Y,Y,Y,Current,Active
BS-MSTH,BS Media & Screen Stu/Theatre,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,MSTH,Media Screen Stu/Theatre,BOS,Boston,090199,"Comm and Media Studies, Others",Y,,,201330,Spring 2013 Semester,Y,Y,Y,Current,Active
BS-POCM,BS Political Sci/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,POCM,Political Science/Comm Studies,BOS,Boston,451001,Political Sce & Government,Y,AMPI,American Political Institution,201310,Fall 2012 Semester,N,Y,Y,Current,Active
BS-POCM,BS Political Sci/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,POCM,Political Science/Comm Studies,BOS,Boston,451001,Political Sce & Government,Y,CAMP,Campaigns and Elections,201310,Fall 2012 Semester,N,Y,Y,Current,Active
BS-POCM,BS Political Sci/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,POCM,Political Science/Comm Studies,BOS,Boston,451001,Political Sce & Government,Y,COPO,Comparative Politics,201310,Fall 2012 Semester,N,Y,Y,Current,Active
BS-POCM,BS Political Sci/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,POCM,Political Science/Comm Studies,BOS,Boston,451001,Political Sce & Government,Y,ICPO,"Identity, Culture, & Politics",201310,Fall 2012 Semester,N,Y,Y,Current,Active
BS-POCM,BS Political Sci/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,POCM,Political Science/Comm Studies,BOS,Boston,451001,Political Sce & Government,Y,INRD,Int'l Relations and Diplomacy,201310,Fall 2012 Semester,N,Y,Y,Current,Active
BS-POCM,BS Political Sci/Comm Studies,AM,"Coll of Arts, Media & Design",UG,Undergraduate,COMM,Communication Studies,BS,Bachelor of Science,POCM,Political Science/Comm Studies,BOS,Boston,451001,Political Sce & Government,Y,LLST,Law and Legal Studies,201310,Fall 2012 Semester,N,Y,Y,Current,Active
